date,askingPrice,revenueMultiple,listingHeadline,listingType,totalRevenueAnnual,totalProfitAnnual,totalGrowthAnnual,location,dateFounded,team,about,revenue,customers,keywords,annualProfit,growthAnnual,techStack,businessModel,competitors,weeklyViews
2022-03-01,2390000,6.8,Web builder & CRM designed for SMBs and agencies to manage website tools,platinum,350000,230000,0.0,United States,2019-01-01,1,"Profitable SaaS with $350,000 in TTM revenue and $230,000 in TTM profit that provides a CRM platform disguised as a web builder that can do everything a small business needs to grow online. This platform is built for SMBs. 

✅ $350,000 in TTM revenue
✅ $230,000 in TTM profit (SDE)
✅ $16,000 MRR
✅ $6500 ARPU

COMPETITORS: Most freemium web builders graduate their users out into our platform when they start generating revenue and need a cleaner setup. Many of our customers leave WordPress, Wix, Weebly, Squarespace, GoDaddy, Shopify, etc.

- $350,000 total revenue for 2021
- $230,000 total profit for 2021

Our competitors are actually our customer creators because they create pain points we solve. 

1. WordPress/Drupal/Joomla (open source) 
2. Wix/Weebly/Squarespace/Godaddy (starter solutions)
3. Hubspot/Salesforce/Sugar (CRM/marketing automation companies that are too expensive and complicated for SMBs)

Started as as digital agency in 2005, progressed into a software product by 2017 targeting enterprise. By 2019 realized we should be geared to SMBs and not call it """"software. 

SMBs don't understand software terminology. So we've begun rebranding now to cater to SMBs. Our clients leave wordpress, squarespace, wix, weebly, godaddy, etc. Also opportunity for startups - but prefer clients already profitable as they value the platform more. 

Played with pricing and been slowly building into SaaS product since. Me and my engineer only employees. No sales team yet. No marketing yet. About ready to scale now that have name and product suite. Bootstrapping at 20k+ mrr. In a few words - SMB CRM on steroids. Can do anything. But easy to onboard clients with ANY type of website problem. They need new site - we set them up and get them on recurring. Average recurring 199/mo. Have customer anywhere from 99-2000/mo. 

Also agency services with ARR such as SSL certificates, domain management, support, branding, SEO web maintenance. etc. We have not tried to push agency services so we can focus on making the platform more user friendly, efficient and scale-able. 

Owner would prefer to stay on with equity stake as knows potential is much greater if vision. Also opportunity to go after verticals, feature sets, etc.",228000.0,10-100,"CRM, agency tools, SMB, shopping cart, blog, ERP, CMS, Web Builder, surveys, form builder, live chat",230000,0.0,LAMP,"Referral based or organic search based leads. Call up leads who have expressed interest - present demo of product, send bid, setup customer. We range from 1500-6500 for setup depending on customer needs and $99-$2000/mo with majority in the $200 range","['Wordpress', 'Drupal', 'Joomla ', 'Wix', 'Weebly', 'Squarespace', 'Godaddy', 'Hubspot', 'Salesforce', 'Sugar']",7
2022-02-28,1000000,8.9,"Integrated payment platform for accepting payments over SMS & email with $112,400 in TTM revenue",premium,112450,60000,,United States,2018-09-01,6,"Profitable SaaS with $112,450 in ARR and $60,000 in TTM profit that aggregates all forms of payment into a single payments platform to enable direct payments from any consumer to any merchant. There is no need for a device at the Store and there is no need for the Consumer to be present at the Store.

✅ $112,450 in TTM revenue
✅ $60,000 in TTM profit
✅ $15,000 in revenue last month
✅ $5,000 in profit last month
✅ Competitors: RazorPay, PayGlocal

The platform allows offline merchants get all the benefits of online payments without the need for them to create any online infrastructure.",112450.0,100-1000,"Cross Border Payments, SME Digital Payments and Receivables Solution",60000,0.0,"Ruby on Rails, PHP",Transaction fees and Platform Subscription,"['RazorPay', 'PayGlocal']",6
2022-02-21,2500000,7.9,Get insights from language data - fast and with no code. ,platinum,317722,-41566,0.0,Canada,2019-01-01,2,"Well-built SaaS that captures, transcribes and analyzes media to reveal valuable insights for researchers, marketers, and data professionals. 

✅ 25,000+ app sign-ups
✅ 150+ active subscribers
✅ 550+ pay-as-you-go customers
✅ Invested in by Techstars
✅ $100K CAD in SR&ED cash in June 2023
✅ $350K CAD non-dilutive investment just secured from NRC-IRAP
✅ 30K monthly organic search visits",54888.0,100-1000,"speech-to-text, transcription, natural language processing, data visualization, SaaS, generative ai, gpt, large language models, llms, research, audio, video, text analysis",-41566,0.0,"MongoDB, Express, Angular, Node.js, Python",SaaS,"['Otter.ai', 'Rev', 'Descript', 'Fireflies.ai', 'Marsview', 'Dovetail']",2
2022-02-15,1500000,10.0,,premium,150000,35000,,,2019-11-01,6,"Profitable SaaS with $300,000 in ARR and $150,000 in TTM revenue that easily generates a quick link to verify the customers, even without Integrating it into the platform. This tool also help user easily identify customers by using cutting-edge technology.

✅ $150,000 in TTM revenue
✅ $35,000 in TTM profit
✅ $25,000 in revenue last month
✅ $13,000 in profit last month
✅ Integrations: Wix, Slack, Shopify, Salesforce, WordPress, Squarespace
✅ Competitors: Passbase, Persona, Veriff",300000.0,10-100,#identity #security @verification #onboarding #liveness #documentverification,35000,0.0,"React, AWS, Node, Phyton",SaaS subscription,"['passbase.com', 'persona.com', 'veriff.com']",6
2022-02-10,3000000,4.1,"StartGlobal - $1,000,000 Revenue to date ",platinum,725000,275000,100.0,United States,2020-06-01,4,"Profitable SaaS with $725,000 in TTM revenue and $275,000 in TTM profit that helps anyone launch and run a US business from anywhere in the world. We help with formation, EIN, bank account, address, and phone number. We have built-in services for invoicing, phone number management, address management, and annual tax filings at both state and federal levels. 

✅ $725,000 in TTM revenue
✅ $275,000 in TTM profit
✅ $74,000 in revenue last month
✅ $25,000 in profit last month
✅ Competitors: Stripe Atlas, FirstBase, Doola",700000.0,1000-10000,"business formation, startup, tax and compliance",275000,100.0,"Java, AWS. ",We have a one-time price of $599 for setup and then an annual fee for tax and compliance filings. We had also finished building a subscription for all compliances as well as support to onboard existing companies. ,"['Stripe Atlas', 'FirstBase', 'Doola']",8
2022-01-27,1000000,4.1,"NoCode platform for automating data workflows and creating dashboards with $246,000 in TTM revenue",premium,246000,86000,14.0,France,2014-09-01,1,"Profitable SaaS with $246,000 in TTM revenue and $86,000 in TTM profit that lets the user create dashboards and data workflows. Usual computed KPIs are LTVs, customers segmentation, average customers ages per product. But it is also used on many other types of data (e.g. IoT, eLearning, SaaS activity metrics, supply chain).

✅ $246,000 in TTM revenue
✅ $86,000 in TTM profit
✅ $28,980 in revenue last month
✅ $15,282 in profit last month
✅ Competitors: PowerBI, Looker, Tableau

All these steps are done in No code. A typical project is to plug SQL tables and to create dashboards to share within a team. Dashboards can also be embedded into another application in a transparent way.

For custom needs, the user can use Low-code features. For example, the user can run Python code to integrate its own data preparation steps (e.g. import custom XML files from an FTP,  use the Pandas library to manipulate its data). It's also possible, especially for embedded analytics, to create custom dynamic widgets in HTML/CSS.",206000.0,10-100,"data, dashboards, lowcode",86000,14.0,"AWS, Docker, React/Typescript, Python/Flask, strong CI in Buildkite, Pytest & Cypress",SaaS,"['PowerBI', 'Looker', 'Tableau']",11
2022-01-21,35000000,5.4,Service for online stores to manage collaborations with other vendors,platinum,6470000,1400000,,,2005-01-01,35,"SELLER FINANCING AVAILABLE. Profitable SaaS with $4,200,000 in ARR and $1,400,000 in TTM profit that adds virtual aisles to the user's store and monetizes the existing customers base with other non-competing products and services. 
P&G and Kraft added as clients 2021. $35,000 LTV per B2B Client store. 

We also develop strategic partnerships with local, national and international businesses to offer services and products that the cardholders would be interested in.

✅ SELLER FINANCING AVAILABLE 
✅ P&G and Kraft added as clients 2021
✅ 287% Growth (B2B Clients since Aug 2020)
✅ 800  to 2300 B2B Client Stores (since Aug 2020)
✅ $35,000 LTV - B2B Clients
✅ Low Churn - (2020: -60 +1500)
✅ $7,070,000 in TTM revenue
✅ $1,400,000 in TTM profit
✅ $485,000 in revenue last month
✅ $111,600 in profit last month
✅ Competitors: Loyalty1

(Numbers updated 1-27-2021 from 4 rev centers)",3800000.0,10-100,"Ecommerce, ecom, b2b, b2c, saas, mobile app, app, lending",1400000,0.0,"AWS, React, MyPHP, MySQL, PostgreSQL","SaaS, B2B, B2B2C, eCommerce",['Loyalty1'],34
2022-01-07,70000000,13.5,Scholarships platform for students to simplify the application process,platinum,5170000,635000,,,2015-01-01,40,"Profitable SaaS with $5,000,000 in ARR and $635,000 in TTM profit that provides vetted scholarships so students can focus on their education. Millions of students have used our one-stop platform with AI-powered strategy tools to boost chances and streamline their application process. Thereby, freeing up their time and energy to focus on scholarships they are most likely to earn.

✅ $5,170,000 in TTM revenue
✅ $635,000 in TTM profit
✅ $440,000 in revenue last month
✅ $77,000 in profit last month
✅ Competitors: Shared privately",5000000.0,more than 100000,"Students, Education, SaaS, EdTech",635000,0.0,"GCP, NodeJS (Serverless), Kubernetes, PHP Laravel, BigQuery, TensorFlow",SaaS + B2B revenue,['Shared privately'],41
2022-01-02,1910000,7.0,Salesforce app for users to encourage accountability and data integrity,platinum,272000,218000,,,2019-01-01,1,"Profitable SaaS with $214,000 in ARR and $218,000 in TTM SDE that provides an application for enterprise sales teams using Salesforce. This platform easily gives every sales team member the right level of visibility to encourage accountability and pipeline data integrity.

✅ $272,000 in TTM revenue
✅ $218,000 in TTM SDE
✅ $23,000 in revenue last month
✅ $19,000 in SDE last month
✅ Competitors: Aviso, Clari, Insight Squared",214000.0,10-100,"Salesforce, Sales, Opportunities, Pipeline, Forecasting, CRM, AppExchange",218000,0.0,Salesforce platform,"SaaS, subscription based on number of sales reps","['DIY: spreadsheets and custom dashboards', 'Aviso', 'Clari', 'Insight Squared']",6
2021-12-30,1800000,3.6,Tool for B2B businesses to identify the people & companies using a site,platinum,500000,30000,23.0,Canada,2018-04-01,8,"Profitable and growing SaaS with $500,000 in ARR and $30,000 in TTM profit that allows B2B businesses to identify the anonymous companies that are visiting their website. Approximately 2,000 brands across the globe use our data to help grow their business. 

✅ $500,000 in ARR
✅ $530,000 in TTM revenue
✅ $30,000 in TTM profit
✅ $40,000 in revenue last month
✅ Tech: React, Ruby on Rails, AWS
✅ Competitors: Lead Forensics, Leadfeeder, Lead Lander

This platform is growing >26% per year. We'll have a stronger growth rate and profitability this year. Note that Founder's salary is currently included in expenses. Will profit >$200,000 over next 12 months.",500000.0,1000-10000,"Lead generation, B2B Sales, B2B Marketing",30000,23.0,"React, Ruby on Rails, AWS",SaaS,"['Lead Forensics', 'Leadfeeder', 'Lead Lander']",7
2021-12-15,1350000,5.3,"Unlimited NGA-based web hosting for reliable and bespoke servers with $255,000 in TTM revenue",platinum,255000,163000,,,2016-01-01,7,"Profitable SaaS with $260,000 in ARR and $255,000 in TTM revenue that offers fast and unlimited Nigerian-based web hosting, VPS, dedicated, reseller hosting, and bespoke hosting. This platform currently has about 12,000 active clients.

✅ $255,000 in TTM revenue
✅ $163,000 in TTM profit
✅ $20,470 in revenue last month
✅ $12,600 in profit last month
✅ Competitors: GoDaddy,  Bluehost, HostGator, WhoGoHost",260000.0,10000-100000,"Cloud hosting, web hosting, SaaS",163000,0.0,"Bare Metal Servers, Google Cloud Platform, WHM, React","Services, SaaS, Domain sales, Cloud hosting sales ","['GoDaddy', 'Bluehost', 'HostGator', 'WhoGoHost']",6
2021-12-09,1550000,2.6,"Conversion-focused theme for Shopify users to increase sales with $590,000 in TTM revenue",platinum,590000,173000,,,2016-11-01,5,"Profitable Shopify theme business with $500,000 in ARR and $590,000 in TTM revenue that offers a conversion-optimized theme with integrated apps saving thousands of dollars per year on app fees to the customer. The business runs on a yearly license and a lifetime pricing model, giving it the benefits of recurring revenue and higher sales ticket.

✅ $590,000 in TTM revenue
✅ $173,000 in TTM profit
✅ $67,835 in revenue last month
✅ $34,895 in profit last month
✅ Competitors: Out of the SandBox, Pixel Union, Debutify

The business gets over 50% of its sales organically and the other 50% is a mix of profitable paid advertising and partnerships.",0.0,10000-100000,"Shopify, Shopify SaaS, Reccuring, ARR, Theme business, Shopify theme, Shopify apps,",173000,0.0,Liquid,"SaaS, Yearly Recurring and Lifetime License","['Out of the SandBox', 'Pixel Union', 'Debutify']",3
2021-12-05,30000000,11.2,"Platform for providers & payers during healthcare transitions with $2,679,000 in TTM revenue",platinum,2679000,606000,,,2012-01-01,6,"Profitable SaaS with $2,679,000 in TTM revenue and $606,000 in TTM profit that improves patient outcomes by connecting providers, partners, and payers in a seamless digital platform that transforms healthcare for good and improves outcomes for all.

✅ $2,679,000 in TTM revenue
✅ $606,000 in TTM profit
✅ $170,000 in revenue last month
✅ $86,000 in profit last month
✅ Competitors: naviHealth, Careport",2600000.0,10-100,"digital health, enterprise SaaS",606000,0.0,Ruby and React,Enterprise SaaS,"['naviHealth', 'Careport']",17
2021-12-05,40000000,5.9,Do more.,platinum,6800000,3000000,,United States,2015-01-01,16,"Profitable SaaS with $6,800,000 in TTM revenue and $3,000,000 in TTM profit in the screen sharing and Remote Desktop space.

✅ $6,800,000 in TTM revenue
✅ $3,000,000 in TTM profit
✅ $588,000 in revenue last month
✅ $250,000 in profit last month
✅ Competitors: TeamViewer, LogMeIn",6800000.0,more than 100000,"Remote Desktop, screen sharing",3000000,0.0,"Digital Ocean, C++, Swift",SaaS,"['TeamViewer, LogMeIn']",331
2021-11-28,15000000,11.2,"Build beautiful, engaging digital learning experiences in minutes.",platinum,1341967,1181226,,,2015-03-01,24,"SaaS company with $1,500,000 in ARR and $1,341,967  in TTM revenue that helps creators design and scales interactive learning experiences for more effective outcomes via our mobile-first authoring platform. A curated course library and marketplace are also available along with a selection of templates to enable turnkey course and content creation.

✅ $1,341,967 in TTM revenue
✅ $120,701 in revenue last month
✅ $112,404 in gross margin last month
✅ Competitors: Kajabi, Thinkific, Axonify",1500000.0,100-1000,"mobile first, edtech, authoring tool, SaaS",1181226,0.0,AWS,SaaS,"['Kajabi', 'Thinkific', 'Axonify']",19
2021-11-28,1500000,6.0,Saas Sales Enablement tool with corporate clients. $200k+ ARR. Est. 2016. Clean cap table.,platinum,250000,200000,20.0,United States,2016-04-01,5,"$200,000+ in ARR. Solution helps marketing & sales field teams, medical affairs, and other groups to deliver and present marketing content, online and offline. 25+ paying corporate clients, incl. Syngenta, Bombardier, Medstrom, Gojo, Lennar, Dompe, Yara and much more. Very low churn, stable long-term contracts. 

Competitors: Showpad, Veelo, Vablet, Mediafly",200000.0,10-100,"Sales enablement, content, Microsoft 365, Sharepoint, SaaS",200000,20.0,"Heroku, RoR, Swift, Kotlin","SaaS, per seat pricing","['Showpad', 'Veelo', 'Vablet', 'Mediafly']",6
2021-11-25,1044000,8.4,"Scores and tools for finding the best deals for UK property investors with $125,000 in TTM revenue",premium,125000,75000,,United Kingdom,2019-06-01,2,"Profitable SaaS with $125,000 in TTM revenue and $75,000 in TTM profit that gives real estate property investors in the UK the tools to find the best deals. We calculate the scores for every property on the market, ahead of time - BMV, ROI, etc, which allows investors to find and analyze the best deals immediately.

✅ $125,000 in TTM revenue
✅ $75,000 in TTM profit
✅ $14,500 in revenue last month
✅ $8,700 in profit last month
✅ Competitors: PropertyData

Note: all numbers on screenshots from Stripe are in £GBP, please adjust to USD.",155700.0,100-1000,proptech saas uk stripe,75000,0.0,"React, React Native, Expo, JavaScript, NodeJS, Google Cloud Functions, Google Cloud SQL (MySQL), Elastic Search, Firebase Firestore",SaaS,['PropertyData'],0
2021-11-24,2500000,4.5,"FRA tool for doctors, practices, and hospitals to send & collect patient reviews",platinum,550000,15000,120.0,France,2019-05-01,11,"Profitable SaaS with $360,000 in TTM revenue and $100,000 in TTM profit that helps doctors, medical practices, clinics, and hospitals improve and pilot their reputation. With the software, the customers are able to send surveys to their patients, gather and collaborate on the patients' feedback, and ask patients to write public reviews. 

✅ $360,000 in TTM revenue
✅ $100,000 in TTM profit
✅ $58,000 in revenue last month
✅ $14,000 in profit last month
✅ Competitors: DoConnect

We are based in France, we are the leader in France for doctors' online reputation.",600000.0,100-1000,"Medical, Software, Online reputation, Patient's feedback, SaaS",15000,120.0,"Ruby on Rails, GCP, VueJS, PosgreSQL",Installation fee + annual subscription,['DoConnect'],5
2021-11-13,2000000,6.7,"Tool that turns Facebook Group members into leads for marketing teams with $296,300 in TTM revenue",platinum,296330,284330,,,2019-02-01,2,"Profitable SaaS with $296,330 in TTM revenue and $284,330 in TTM profit that helps and instantly converts new Facebook group members into leads and paying customers to an email marketing software.

✅ $296,330 in TTM revenue
✅ $284,330 in TTM profit
✅ $27,522 in revenue last month
✅ $26,000 in profit last month
✅ Competitors: Group Convert",415200.0,1000-10000,"Facebook, Facebook groups, Chrome extension, Messenger, Chrome plugin, plugins",284330,0.0,"HTML, CSS, Javascript, Laravel",SaaS,['Group Convert'],9
2021-11-11,1600000,7.7,,premium,209000,178000,,,2015-03-01,2,"Profitable SaaS with $210,000 in ARR and $209,000 in TTM revenue that records high-fidelity audio, edit podcast in record time and publish the podcast with the click of a button. This customer-facing podcast is an absolutely fantastic product.

✅ $210,000 in ARR (📈 up 15.6% over previous 12 months)
✅ $209,000 in TTM revenue
✅ $178,000 in TTM profit
✅ $16,000 in revenue last month
✅ $13,600 in profit last month
✅ 5.1% churn (down 15.4% over previous 12 months)
✅ 11% trial-to-paid conversion rate (19% for users who try the product)
✅ $213 CLV (📈 up 8.5% over previous 12 months)
✅ Competitors: Anchor, Libsyn, Google Hangouts, Skype",210000.0,1000-10000,saas,178000,0.0,"Heroku, AWS, OpenStack, NodeJS, WebRTC","SaaS, recurring monthly subscriptions","['Anchor', 'Libsyn', 'Google Hangouts', 'Skype']",4
2021-11-01,12000000,4.8,Entity Enrichment API for software developers in Enterprises.,platinum,2500000,1700000,300.0,United States,2020-04-01,26,"Profitable SaaS with $2,500,000+ in ARR with 60+% profit margin, growing at 300%/year. 2.5M TTM revenue. We are an Entity Enrichment API service for Software Engineers.

✅ $2.5M in TTM (Jan 2023)
✅ $160,946.32 in revenue last month (Jan 2023)
✅ On track to hit $$200,000 in revenue this month (Feb 2023)
✅ $109760.17 in profit last month (Jan 2023)
✅ Competitors: Refinitiv, Pitchbook, D&B",2500000.0,1000-10000,"Data, Big data, Dev tools, API, SaaS",1700000,300.0,"Python, CockroachDB",API SaaS. We have Subscription and PAYG plans.,"['Refinitiv', 'Diffbot', 'Pitchbook', 'D&B']",21
2021-10-26,1900000,4.8,Software for the content production industry.,platinum,400000,40000,,United States,2014-06-01,7,"Profitable SaaS with $420,000 in TTM revenue and $40,000 in TTM profit that offers solutions for the entertainment production industry via our national and regionally focused brands. The company has developed solutions for hiring and managing cast and crew. It has also developed solutions like film festival management, coaching, and more.

✅ $420,000 in TTM revenue
✅ $40,000 in TTM profit
✅ $36,000 in revenue last month
✅ $4,000 in profit last month
✅ Competitors: Casting Networks",420000.0,1000-10000,"Casting, Talent, Crew, Production, SaaS",40000,0.0,"Laravel, PHP","Regionally-focussed websites that help the entertainment industry find cast, crew, locations and other aspects of production.  We provide our software for free to the production professionals and charge a nominal monthly subscription to actors, crew and others looking to offer their goods or services to the production professionals. ",['Casting Networks'],2
2021-10-14,1900000,7.2,"Software engineer & coding education platform for kids ages 8 - 18 with $400,000 in TTM revenue",platinum,265000,0,,,2014-08-01,4,"SaaS with $265,000 in ARR and $265,000 in TTM revenue that is an educational platform for kids mostly ages 8-15 to learn coding. This platform has 400+ hours of content, project library, and a curriculum that has all the essentials of being a good software engineer.

✅ $265,000 in TTM revenue
✅ $30,000 in revenue last month
✅ Founded in 2014
✅ Tech: Django & Vue
✅ Competitors: Juni Learning, Byjus Future School, ID Tech",265000.0,100-1000,"coding, kids, education",0,0.0,Django & Vue,SaaS,"['Juni Learning', 'Byjus Future School', 'ID Tech']",3
2021-09-27,2500000,3.7,"Management and organization virtual sidekick for photographers with $640,00 in TTM revenue",platinum,681794,64000,20.0,United States,2015-03-01,5,"Profitable SaaS with $640,000 in ARR that offers creatives a simple way to manage businesses for photographers with features such as online booking and scheduling, automated workflows, contract management, invoicing, scouting location management, questionnaires, and more for a photography business.

✅ $679,379 in TTM revenue
✅ $64,000 in TTM profit
✅ $54,000 in revenue last month
✅ $4,000 in profit last month
✅ Competitors: Honeybook, Dubsado, 17Hats",612000.0,1000-10000,"SaaS, Creative business",64000,20.0,Rails and React,SaaS,"['Honeybook', 'Dubsado', '17Hats']",4
2021-09-10,9000000,1.8,"Omnichannel communication platform for the LATAM market with ARR +$2,500,000. Official Whatsapp BSPs",platinum,5000002,100000,100.0,Mexico,2015-09-01,35,"Profitable SaaS with +$2,500,000 in ARR with a +100% YoY growth that is a do-it-yourself omnichannel for chatbots and messaging experiences in Latam and Europe allowing eCommerce, Finance, Insurance, and CPG’s to launch quickly and deliver customer personalization thanks to its no-code infrastructure. Official Whatsapp Business Solution Provider (BSP) and Messenger API Partners for Instagram

✅ +$2,500,000 in ARR
✅ +$200,000 in MRR November 2022
✅ Tech: Java/Python
✅ Raised $1,500,000 in equity + $500k venture debt
✅ Competitors: Yalo, Aivo, Landbot, Botmaker, Take, ",2500000.0,100-1000,"SaaS, Conversational Commerce, Conversational AI, Whatsapp BSP, Outbound Messaging, Chatbots, Voicebots",100000,100.0,AWS,SaaS,"['Yalo ', 'Aivo', 'Landbot']",18
2021-09-06,7500000,3.7,KYC & Identity Validation API,platinum,2047125,921206,50.0,Mexico,2017-06-01,6,"Profitable SaaS with $2,047,125 in TTM revenue and $921,206 in TTM profit that helps customers to automate their KYC and identity validations processes (usually on boardings) through a defined but growing API of REST services. 

✅ $2,047,125 in TTM revenue
✅ $921,206 in TTM profit
✅ $170,593 in revenue last month
✅ $76,766 in profit last month
✅ Competitors: Mati, Jumio, Incode, Tu identidad",1500000.0,100-1000,"Identity Check, KYC, API, RPA, Fintech, RegTech, SaaS, SDK",921206,50.0,"AWS (EC2, ELB, Lambda, RDS, WAF, S3)","API Calls. 
50 USD for 1,000 Calls. 
125 USD for 5,000 Calls. 
500 USD for 25,000 Calls. 
3,250 USD for 200,000 Calls. 
Personalize packages for more calls. ","['Incode', 'Jumio', 'Metamap', 'Veriff']",19
2021-08-31,4000000,8.0,,platinum,500000,350000,,,1991-07-01,5,"Profitable SaaS with $500,000 in ARR and TTM revenue that provides cloud-based software and consulting services to assist our clients in optimizing and expediting their manufacturing supply chains.

✅ $500,000 in TTM revenue
✅ $350,000 in TTM profit
✅ $280,000 in revenue last month
✅ $250,000 in profit last month
✅ Tech: Azure

We also provide strategic assistance by creating virtual representations of their future facilities to help manage risk and maximize return on assets and stakeholder equity. Our clients state that they have saved millions of dollars from a single use of our software tools and methodologies.",500000.0,10-100,"Modeling, simulation, cost of ownership, COO, TCO, productivity, cycle time, capacity planning, cost reduction, manufacturing",350000,0.0,Azure,SaaS,['Engineers with a copy of Excel'],6
2021-08-25,1000000,4.0,"MTD Excel-bridging platform for VAT tax filing in the United Kingdom with $250,000 in TTM revenue",platinum,250000,225000,,,2019-01-01,1,"Profitable SaaS with $230,000 and $250,000 in TTM revenue that offers HMRC-recognised MTD excel to enable compliant VAT filings from a spreadsheet. The solution has been designed for companies that wish to minimize change from the current process and avoid the need for a costly system upgrade.

✅ $250,000 in TTM revenue
✅ $225,000 in TTM profit
✅ $20,000 in revenue last month
✅ $18,000 in profit last month
✅ Competitors: Thomson Reuters, Avalara, Quickbooks",230000.0,1000-10000,"SaaS, Tax, Profitable",225000,0.0,"Python, Django, AWS",SaaS,"['Thomson Reuters', 'Avalara', 'Quickbooks']",1
2021-08-24,3600000,6.0,"Robust project management platform for the FR market with $600,000 in TTM revenue",platinum,600000,12000,,France,2012-01-01,10,"Profitable SaaS with $600,000 in ARR and TTM revenue that allows managing key projects faster and more efficiently. Create the success conditions for your strategic projects with a digital path. 

✅ $600,000 in TTM revenue
✅ $12,000 in TTM profit
✅ $75,000 in revenue last month
✅ $4,000 in profit last month
✅ Competitors: On strategy, Vianeo, Canvizer",600000.0,10-100,"Innovation, Strategy, Portfolio management, Canvas, Ideation platform, SaaS",12000,0.0,IPLINE,SaaS,"['ON STRATEGY', 'VIANEO', 'CANVIZER', 'PLANISWARE', 'HYPE']",2
2021-08-13,10000000,6.0,,platinum,1663000,0,,,2018-01-01,35,"SaaS workforce management platform with $1,650,000 in ARR and $1,663,000 in TTM revenue that is an all-in-one mobile solution that offers everything you need to manage your venue operations. This platform seeks to improve the management of your workers to make their operational processes more efficient.

✅ $1,663,000 in TTM revenue
✅ $250,000 in TTM profit
✅ $191,000 in revenue last month
✅ $30,000 in profit last month
✅ Competitors: Workframe

100% bootstrapped and working with a dozen of flagship clients in Latin America.",1650000.0,10-100,"Excellence, Operations, Efficiency ",0,0.0,"Java, BigTable, GCP",SaaS,['Workframe '],6
2021-08-03,4600000,4.7,"Omnichannel communication platform for businesses with $980,000 in TTM revenue",platinum,980096,695868,,United States,2019-03-01,10,"Profitable SaaS helpdesk apps with $960,000 in ARR and $980,096 in TTM revenue that connects clients and businesses from anywhere. It allows you to connect Zendesk, Freshdesk, Livechat to Instagram, WhatsApp, Viber, Facebook, Telegram account where you can receive direct messages and reply to clients in real-time with the platform

✅ $980,096 in TTM revenue
✅ $695,868 in TTM profit
✅ $81,470 in revenue last month
✅ $57,843 in profit last month
✅ Raised $361,000 in funding
✅ Competitors: Twilio, Pythia, BotXO",960000.0,1000-10000,"""instagram zendesk integration"", ""SaaS helpdesk"", SaaS",695868,0.0,"React, VueJS, PHP/Laravel, GO, Python, Keras, TensorFlow
ElasticSearch, Docker/Kubernetes, ASW

",SaaS,"['Twilio', 'Pythia', 'BotXO', 'Ongair']",11
2021-08-03,1000000,2.9,"B2C hosting provider specialized in multiplayer gaming with $350,000 in TTM revenue",platinum,350000,235000,,United Kingdom,2017-01-01,4,"SaaS server hosting company with $350,000 in ARR and TTM revenue that specializes in providing B2C hosting for multiplayer games. From the UK to Australia, we provide hosting for over 50 games across four continents. Low pings are in our blood, along with state-of-the-art hardware and unrivaled customer service.

✅ $350,000 in TTM revenue
✅ $235,000 in TTM profit
✅ $28,500 in revenue last month
✅ $13,500 in profit last month
✅ Competitors: G-Portal, Nitrado, GTX Gaming",350000.0,1000-10000,"Game servers, Server hosting, Video games, Gaming industry, eSports",235000,0.0,"TCAdmin, WHMCS, Node.js, Vue.js, AWS",SaaS,"['G-Portal', 'Nitrado', 'GTX Gaming', 'Survival Servers', 'Gameservers.com', 'Nitrous Networks']",16
2021-07-22,1990000,8.3,"No-code membership engagement tool leveraging newsletters with $240,000 in TTM revenue",premium,240000,144000,100.0,United States,2016-06-01,4,"Profitable SaaS community engagement platform with $240,000 in TTM revenue and $144,000 in TTM profit that builds, grows, and monetizes your audience through memberships, newsletters, and other digital tools. No coding is required. All-in-one platform to grow your audience.
 
✅ $240,000 in TTM revenue
✅ $144,000 in TTM profit
✅ $20,000 in revenue last month
✅ $12,000 in profit last month
✅ Raised $200,000 in funding
✅ Competitors: Glueup, Hivebrite, Kajabi, Graduway
",240000.0,100-1000,"creator economy, all-in-one, community management, membership management",144000,100.0,"Azure, AWS, ElasticSearch, Redis, .NET MVC",SaaS,"['Glueup', 'Hivebrite', 'Kajabi', 'Graduway']",7
2021-07-09,1250000,5.5,"Chrome ext. that allows global users to watch BBC iPlayer, ITV, 40D, Ch. 4",premium,228114,197773,11.184212830367352,Estonia,2017-03-01,1,"Profitable SaaS chrome extension  that will allow you to watch BBC iPlayer, 40D - Channel 4, and ITV Player abroad. This extension will bypass when you receive the ""BBC iPlayer only works in the UK. Sorry, it’s due to rights issues."" error.

61% Growth Rate!

✅ $228 K in TTM revenue
✅ $198 K in TTM profit
✅ $21 K in revenue last month
✅ $19 K in profit last month
✅ Competitors: Hola Unblocker, ZenMate, Wachee
",191725.08,1000-10000,"saas, vpn",197773,11.184212830367352,"Squid, React.",SaaS,"['Hola Unblocker', 'ZenMate', 'Wachee']",4
